date,price
11/19/19,3120.555
11/20/19,3105.19
11/21/19,3102.33
11/22/19,3106.065
11/25/19,3125.635
11/26/19,3136.845
11/27/19,3148.835
11/28/19,3148.835
11/29/19,3144.82
12/02/19,3127.545
12/03/19,3082.65
12/04/19,3110.955
12/05/19,3111.605
12/06/19,3142.61
12/09/19,3142.165
12/10/19,3134.105
12/11/19,3138.595
12/12/19,3157.375
12/13/19,3169.595
12/16/19,3190.67
12/17/19,3194.625
12/18/19,3194.81
12/19/19,3198.9
12/20/19,3220.84
12/23/19,3225.04
12/24/19,3223.47
12/25/19,3223.47
12/26/19,3233.64
12/27/19,3241.15
12/30/19,3228.745
12/31/19,3221.875
01/01/20,3221.875
01/02/20,3246.835
01/03/20,3234.245
01/06/20,3230.74
01/07/20,3238.67
01/08/20,3251.87
01/09/20,3269.625
01/10/20,3271.925
01/13/20,3278.28
01/14/20,3285.72
01/15/20,3289.675
01/16/20,3309.965
01/17/20,3324.37
01/20/20,3324.37
01/21/20,3323.2
01/22/20,3328.905
01/23/20,3314.375
01/24/20,3307.355
01/27/20,3246.675
01/28/20,3269.5
01/29/20,3282.68
01/30/20,3264.355
01/31/20,3248.505
02/03/20,3252.05
02/04/20,3293.765
02/05/20,3325.665
02/06/20,3341.175
02/07/20,3331.77
02/10/20,3335.015
02/11/20,3364.175
02/12/20,3375.595
02/13/20,3372.805
02/14/20,3373.42
02/17/20,3373.42
02/18/20,3365.31
02/19/20,3386.175
02/20/20,3365.085
02/21/20,3344.605
02/24/20,3237.23
02/25/20,3182.88
02/26/20,3145.75
02/27/20,3037.23
02/28/20,2907.78
03/02/20,3018.075
03/03/20,3056.675
03/04/20,3082.675
03/05/20,3041.435
03/06/20,2943.735
03/09/20,2799.16
03/10/20,2808.295
03/11/20,2766.41
03/12/20,2569.905
03/13/20,2601.85
03/16/20,2471.96
03/17/20,2460.485
03/18/20,2367.045
03/19/20,2393.375
03/20/20,2374.285
03/23/20,2246.295
03/24/20,2397.075
03/25/20,2489.475
03/26/20,2568.865
03/27/20,2567.965
03/30/20,2588.54
03/31/20,2606.27
04/01/20,2485.12
04/02/20,2494.505
04/03/20,2499.07
04/06/20,2625.71
04/07/20,2707.28
04/08/20,2712.025
04/09/20,2790.465
04/10/20,2790.465
04/13/20,2751.815
04/14/20,2828.475
04/15/20,2781.71
04/16/20,2785.415
04/17/20,2855.05
04/20/20,2844.705
04/21/20,2756.32
04/22/20,2795.525
04/23/20,2819.58
04/24/20,2817.235
04/27/20,2870.305
04/28/20,2890.93
04/29/20,2933.51
04/30/20,2911.69
05/01/20,2845.35
05/04/20,2821.045
05/05/20,2880.89
05/06/20,2869.38
05/07/20,2889.2
05/08/20,2917.52
05/11/20,2923.845
05/12/20,2907.705
05/13/20,2833.645
05/14/20,2809.72
05/15/20,2840.895
05/18/20,2940.975
05/19/20,2943.28
05/20/20,2966.96
05/21/20,2958.535
05/22/20,2945.175
05/25/20,2945.175
05/26/20,3004.945
05/27/20,3003
05/28/20,3046.035
05/29/20,3023.89
06/01/20,3046.86
06/02/20,3066.355
06/03/20,3114.92
06/04/20,3109.66
06/05/20,3187.78
06/08/20,3214.565
06/09/20,3207.91
06/10/20,3202.38
06/11/20,3061.51
06/12/20,3036.445
06/15/20,3022.71
06/16/20,3114.755
06/17/20,3124.595
06/18/20,3106.755
06/19/20,3119.32
06/22/20,3100.155
06/23/20,3141.01
06/24/20,3073.57
06/25/20,3055.13
06/26/20,3039.18
06/29/20,3026.815
06/30/20,3079.67
07/01/20,3114.805
07/02/20,3145.165
07/03/20,3145.165
07/06/20,3168.94
07/07/20,3163.54
07/08/20,3154.165
07/09/20,3147.74
07/10/20,3161.52
07/13/20,3192.375
07/14/20,3164.305
07/15/20,3219.52
07/16/20,3209.49
07/17/20,3219.585
07/20/20,3236.885
07/21/20,3262.53
07/22/20,3266.21
07/23/20,3251.325
07/24/20,3213.655
07/27/20,3227.84
07/28/20,3229.945
07/29/20,3245.98
07/30/20,3227.525
07/31/20,3246.215
08/03/20,3293.63
08/04/20,3296.605
08/05/20,3324.07
08/06/20,3334.585
08/07/20,3340.63
08/10/20,3349.365
08/11/20,3353.725
08/12/20,3371.675
08/13/20,3375.295
08/14/20,3370.075
08/17/20,3383.405
08/18/20,3382.605
08/19/20,3384.6
08/20/20,3372.745
08/21/20,3389.635
08/24/20,3422.61
08/25/20,3435.025
08/26/20,3462.61
08/27/20,3484.865
08/28/20,3496.775
08/31/20,3504.01
09/01/20,3511.315
09/02/20,3561.67
09/03/20,3496.13
09/04/20,3414.39
09/07/20,3414.39
09/08/20,3354.62
09/09/20,3395.805
09/10/20,3377.4
09/11/20,3339.71
09/14/20,3383.245
09/15/20,3404.365
09/16/20,3406.685
09/17/20,3351.995
09/18/20,3327.335
09/21/20,3257.335
09/22/20,3295.63
09/23/20,3277.96
09/24/20,3244.075
09/25/20,3267.66
09/28/20,3346.825
09/29/20,3342.73
09/30/20,3367.015
10/01/20,3379.285
10/02/20,3346.395
10/05/20,3388.42
10/06/20,3393.05
10/07/20,3405.41
10/08/20,3437.715
10/09/20,3470.205
10/12/20,3524.73
10/13/20,3517.435
10/14/20,3504.245
10/15/20,3464.985
10/16/20,3498.105
10/19/20,3461.175
10/20/20,3456.29
10/21/20,3448.96
10/22/20,3437.935
10/23/20,3453.455
10/26/20,3403.14
10/27/20,3399.11
10/28/20,3305.685
10/29/20,3300.435
10/30/20,3269.435
11/02/20,3304.94
11/03/20,3362.87
11/04/20,3445.71
11/05/20,3507.395
11/06/20,3502.96
11/09/20,3596.735
11/10/20,3534.565
11/11/20,3569.08
11/12/20,3543.8
11/13/20,3573.115
11/16/20,3614.335
11/17/20,3605.895
11/18/20,3593.21
11/19/20,3564.53
11/20/20,3569.04
11/23/20,3571.29
11/24/20,3618.415
11/25/20,3626.63
11/26/20,3626.63
11/27/20,3636.82
11/30/20,3614.285
12/01/20,3662.16
12/02/20,3657.9
12/03/20,3669.95
12/04/20,3685.07
12/07/20,3688.145
12/08/20,3693.64
12/09/20,3686.465
12/10/20,3661.835
12/11/20,3649.655
12/14/20,3671.725
12/15/20,3677.455
12/16/20,3699.92
12/17/20,3717.995
12/18/20,3706.27
12/21/20,3669.69
12/22/20,3687.21
12/23/20,3700.26
12/24/20,3696.57
12/25/20,3731.77
12/28/20,3731.77
12/29/20,3739.715
12/30/20,3737.42
12/31/20,3737.42
